ID,Pos_0,Pos_1,PointOrder,ZoneLightID
356,4091.1989746094,3200.0012207031,30,61
357,3812.98828125,3198.8469238281,31,61
358,3745.4560546875,3108.2263183594,32,61
359,3606.3505859375,3119.193359375,33,61
360,3414.142578125,3210.9680175781,34,61
361,3293.5080566406,3261.1843261719,35,61
362,3117.4616699219,3195.9609375,36,61
363,2406.95703125,3244.3605957031,37,61
364,940.51129150391,3269.1296386719,38,61
365,476.2946472168,-986.33258056641,39,61
366,1716.3648681641,-1584.8604736328,40,61
367,2872.1513671875,-1602.3068847656,41,61
368,3225.7145996094,-1619.9852294922,42,61
369,3372.7255859375,-1660.4232177734,43,61
370,3923.205078125,-1606.8284912109,44,61
371,4049.640625,-1505.3371582031,45,61
372,4192.7861328125,-1505.3371582031,46,61
373,4345.1674804688,-1597.6892089844,47,61
374,4421.7534179688,-1574.9294433594,48,61
375,4548.1098632812,-1724.7414550781,49,61
376,4678.064453125,-1847.4359130859,50,61
377,4702.6694335938,-1648.8791503906,51,61
378,4771.1411132812,-1614.8695068359,52,61
379,4685.921875,-1470.3026123047,53,61
380,4656.9462890625,-1371.2741699219,54,61
381,4735.4956054688,-1338.37890625,55,61
382,4861.4506835938,-1446.1966552734,56,61
383,5033.1904296875,-1389.8972167969,57,61
384,5037.8081054688,-1098.98828125,58,61
385,5527.2739257812,-4825.39453125,1,62
386,5531.8916015625,-4636.0727539062,2,62
387,5458.009765625,-4580.6616210938,3,62
388,5236.3647460938,-4571.4267578125,4,62
389,5144.0126953125,-4432.8984375,5,62
390,5139.955078125,-4276.2280273438,6,62
391,5021.8100585938,-4171.1435546875,7,62
392,4992.423828125,-3826.7360839844,8,62
393,4937.7255859375,-3748.7170410156,9,62
394,4839.7709960938,-3736.3129882812,10,62
395,4522.068359375,-3219.4926757812,11,62
396,4460.0307617188,-3191.5551757812,12,62
397,4444.361328125,-2930.1120605469,13,62
398,4435.9184570312,-2718.3020019531,14,62
399,4468.4736328125,-2511.57421875,15,62
400,4543.01171875,-2484.4450683594,16,62
401,4575.0629882812,-2381.041015625,17,62
402,4664.9296875,-2372.8591308594,18,62
403,4674.6020507812,-1843.2144775391,19,62
404,4551.375,-1732.6241455078,20,62
405,4421.7534179688,-1567.046875,21,62
406,4345.1674804688,-1597.6892089844,22,62
407,4192.7861328125,-1500.7196044922,23,62
408,4045.0229492188,-1505.3371582031,24,62
409,3919.9396972656,-1600.2982177734,25,62
410,3367.5476074219,-1663.6884765625,26,62
411,3229.5400390625,-1623.2502441406,27,62
412,1697.3511962891,-1584.9964599609,28,62
413,1701.7198486328,-1585.5004882812,29,62
414,2599.712890625,-2548.9157714844,30,62
415,2710.53515625,-2950.6474609375,31,62
416,2899.8571777344,-2973.7353515625,32,62
417,2996.8266601562,-3010.6765136719,33,62
418,3003.7531738281,-3123.8073730469,34,62
419,3202.3103027344,-3165.3662109375,35,62
420,3273.8830566406,-3272.7255859375,36,62
421,3428.5727539062,-3383.5476074219,37,62
422,3580.0676269531,-3449.0947265625,38,62
423,3684.0529785156,-3584.1440429688,39,62
424,3640.2746582031,-3711.1127929688,40,62
425,3660.0773925781,-3963.8942871094,41,62
426,3656.7917480469,-4157.8022460938,42,62
427,3605.0212402344,-4281.2915039062,43,62
428,3519.7734375,-4377.0747070312,44,62
429,3500.3264160156,-4520.1884765625,45,62
430,3551.2980957031,-4688.6997070312,46,62
431,3654.2172851562,-4804.1083984375,47,62
432,3704.1247558594,-5003.5654296875,48,62
433,3762.1130371094,-5121.0610351562,49,62
434,3677.19140625,-5387.97265625,50,62
435,3561.6188964844,-5672.42578125,51,62
436,3085.2836914062,-6049.5932617188,52,62
437,3086.7060546875,-7032.8896484375,53,62
438,5914.529296875,-6072.7578125,54,62
439,3082.7766113281,-6049.6201171875,1,63
440,2701.5024414062,-6230.0786132812,2,63
441,2427.287109375,-6135.244140625,3,63
442,2288.2868652344,-5775.7475585938,4,63
443,2169.5541992188,-5596.4067382812,5,63
444,1972.3217773438,-5325.8686523438,6,63
445,1990.9632568359,-5154.609375,7,63
446,2088.1032714844,-4989.1220703125,8,63
447,2382.3737792969,-4807.0571289062,9,63
448,2437.68359375,-4664.2426757812,10,63
449,2411.0307617188,-4526.0454101562,11,63
450,2305.8784179688,-4376.3037109375,12,63
451,2175.0249023438,-4145.5927734375,13,63
452,2171.1547851562,-3895.2565917969,14,63
453,2243.4750976562,-3607.9799804688,15,63
454,2337.6638183594,-3418.1796875,16,63
455,2553.5368652344,-3182.681640625,17,63
456,2749.7849121094,-3121.4987792969,18,63
457,2996.8266601562,-3116.8811035156,19,63
458,3001.4443359375,-3006.05859375,20,63
459,2895.2395019531,-2973.7353515625,21,63
460,2701.3002929688,-2946.0297851562,22,63
461,2599.712890625,-2539.6809082031,23,63
462,1694.4538574219,-1578.5859375,24,63
463,472.8039855957,-991.88525390625,25,63
464,-799.171875,-1303.9532470703,26,63
465,-1638.873046875,-2005.2054443359,27,63
466,-1842.81640625,-4472.9384765625,28,63
467,-1369.2755126953,-7126.068359375,29,63
468,431.31866455078,-7574.1352539062,30,63
469,3088.3386230469,-7031.8173828125,31,63
470,3575.2199707031,-3446.2917480469,1,64
471,3429.9494628906,-3383.1140136719,2,64
472,3272.9750976562,-3269.5625,3,64
473,3203.2666015625,-3165.90234375,4,64
474,3005.8061523438,-3123.8518066406,5,64
475,2740.2700195312,-3119.6303710938,6,64
476,2550.3637695312,-3183.2287597656,7,64
477,2337.1374511719,-3416.44140625,8,64
478,2242.0324707031,-3604.9470214844,9,64
479,2171.4162597656,-3893.1989746094,10,64
480,2176.0334472656,-4145.4189453125,11,64
481,2305.8627929688,-4381.7329101562,12,64
482,2413.1640625,-4526.4873046875,13,64
483,2437.7443847656,-4663.8950195312,14,64
484,2379.3483886719,-4809.5810546875,15,64
485,2083.8461914062,-4988.8515625,16,64
486,1974.4677734375,-5327.1049804688,17,64
487,2173.9128417969,-5603.5815429688,18,64
488,2288.3488769531,-5776.9013671875,19,64
489,2428.349609375,-6137.958984375,20,64
490,2703.6091308594,-6229.1469726562,21,64
491,3082.4165039062,-6050.9047851562,22,64
492,3566.8449707031,-5670.16015625,23,64
493,3677.6457519531,-5378.9350585938,24,64
494,3763.1413574219,-5119.5454101562,25,64
495,3704.8852539062,-5002.728515625,26,64
496,3652.5991210938,-4803.35546875,27,64
497,3549.6350097656,-4686.1430664062,28,64
498,3499.681640625,-4517.9038085938,29,64
499,3522.3664550781,-4376.3984375,30,64
500,3604.9880371094,-4278.455078125,31,64
501,3655.0473632812,-4157.1030273438,32,64
502,3660.4816894531,-3968.6892089844,33,64
503,3644.8798828125,-3708.7509765625,34,64
504,3688.8295898438,-3582.2790527344,35,64
505,10131.025390625,535.6435546875,1,65
506,10121.790039062,1066.6682128906,2,65
507,9585.8056640625,4261.9404296875,3,65
508,8192.45703125,6228.353515625,4,65
509,6829.7333984375,5321.9409179688,5,65
510,6951.4321289062,5251.2680664062,6,65
511,6941.8286132812,5172.328125,7,65
512,6811.8798828125,5100.9028320312,8,65
513,6819.0825195312,4539.6669921875,9,65
514,6806.5825195312,4310.6030273438,10,65
515,6711.1967773438,4140.3120117188,11,65
516,6363.0600585938,3670.9968261719,12,65
517,6199.1352539062,3580.9536132812,13,65
518,5984.4169921875,3373.1616210938,14,65
519,5538.8178710938,3359.3090820312,15,65
520,5534.2001953125,3068.3996582031,16,65
521,5598.8466796875,3063.7819824219,17,65
522,5603.4638671875,2735.9323730469,18,65
523,5478.7885742188,2636.6538085938,19,65
524,5453.3916015625,2440.4055175781,20,65
525,5374.892578125,2234.9221191406,21,65
526,5231.7470703125,2135.6433105469,22,65
527,5065.5131835938,2087.1586914062,23,65
528,5026.9321289062,1999.56640625,24,65
529,4900.19140625,1903.8107910156,25,65
530,4902.4243164062,1788.4643554688,26,65
531,4832.8237304688,1787.3980712891,27,65
532,4833.4243164062,1657.3587646484,28,65
533,4926.6489257812,1634.5688476562,29,65
534,5047.3627929688,1498.6977539062,30,65
535,5137.0581054688,1478.7387695312,31,65
536,5243.0791015625,1240.0157470703,32,65
537,5355.6303710938,1164.5498046875,33,65
538,5365.3295898438,1074.3905029297,34,65
539,5425.638671875,1077.2874755859,35,65
540,5508.8037109375,1274.4604492188,36,65
541,5584.0854492188,1341.3957519531,37,65
542,5700.43359375,1418.7604980469,38,65
543,5903.6083984375,1423.3781738281,39,65
544,6002.8872070312,1343.7244873047,40,65
545,6132.1801757812,1290.6218261719,41,65
546,6160.2475585938,1134.9758300781,42,65
547,6319.2841796875,901.70721435547,43,65
548,6326.6875,800.72723388672,44,65
549,6235.8974609375,793.37518310547,45,65
550,6235.1508789062,572.45892333984,46,65
551,6106.265625,462.36557006836,47,65
552,6108.982421875,344.19125366211,48,65
553,5967.3989257812,268.72991943359,49,65
554,5951.6450195312,128.62194824219,50,65
555,5946.28125,-196.19035339356,51,65
556,6090.9887695312,-195.46134948731,52,65
557,6209.1455078125,-110.4613571167,53,65
558,6293.8247070312,-97.03369903564,54,65
559,6400.4370117188,-3.95270633698,55,65
560,6572.8505859375,232.27394104004,56,65
561,6798.3491210938,237.40994262695,57,65
562,7115.9057617188,418.65057373047,58,65
563,7461.345703125,437.91323852539,59,65
564,7481.1435546875,540.48522949219,60,65
565,8313.998046875,535.6435546875,61,65
566,5987.9091796875,3373.6013183594,1,66
567,6192.2885742188,3570.7255859375,2,66
568,6366.43359375,3676.2346191406,3,66
569,6601.5234375,3983.1577148438,4,66
570,6715.8032226562,4139.8842773438,5,66
571,6807.2270507812,4316.2016601562,6,66
572,6817.0224609375,4557.822265625,7,66
573,6810.4921875,5103.1005859375,8,66
574,6944.3627929688,5161.873046875,9,66
575,6950.8930664062,5250.0317382812,10,66
576,6826.8178710938,5324.7338867188,11,66
577,8191.6459960938,6226.3081054688,12,66
578,6087.5341796875,9000.3388671875,13,66
579,4688.7119140625,6499.2275390625,14,66
580,4675.0913085938,6004.2788085938,15,66
581,4727.3330078125,5955.3017578125,16,66
582,4724.068359375,5681.0302734375,17,66
583,4629.3793945312,5498.1826171875,18,66
584,4626.1137695312,4943.1083984375,19,66
585,4567.341796875,4933.3129882812,20,66
586,4560.8115234375,4711.2836914062,21,66
587,4517.244140625,4671.5419921875,22,66
588,4521.8618164062,4631.9638671875,23,66
589,4564.0766601562,4613.3295898438,24,66
590,4583.8315429688,4264.751953125,25,66
591,4677.9404296875,4128.4223632812,26,66
592,4825.1513671875,3978.2399902344,27,66
593,4954.3764648438,3884.3435058594,28,66
594,5179.5634765625,3690.5795898438,29,66
595,5346.193359375,3481.8430175781,30,66
596,5543.6743164062,3357.8076171875,31,66
597,9062.0498046875,537.95257568359,1,67
598,7478.2114257812,544.87890625,2,67
599,7462.0498046875,438.67391967773,3,67
600,7122.65625,415.58590698242,4,67
601,6799.423828125,235.49926757813,5,67
602,6573.1616210938,230.88160705566,6,67
603,6402.3012695312,-2.56270647049,7,67
604,6294.650390625,-96.13303375244,8,67
605,6206.2666015625,-110.00202941895,9,67
606,6092.4848632812,-194.28901672363,10,67
607,5939.4541015625,-195.45935058594,11,67
608,5738.4252929688,-187.83935546875,12,67
609,5676.2768554688,-300.75799560547,13,67
610,5677.7983398438,-901.81494140625,14,67
611,5719.3569335938,-1007.6038818359,15,67
612,5765.8530273438,-1081.349609375,16,67
613,5763.6118164062,-1199.2229003906,17,67
614,5929.0053710938,-1205.1928710938,18,67
615,5942.8579101562,-1533.0428466797,19,67
616,6058.2983398438,-1533.0428466797,20,67
617,6088.3129882812,-1646.1741943359,21,67
618,6106.783203125,-1886.2895507812,22,67
619,6303.03125,-1909.3778076172,23,67
620,6303.03125,-2124.0961914062,24,67
621,6469.2651367188,-2101.0083007812,25,67
622,6566.2348632812,-2276.4770507812,26,67
623,6501.5883789062,-2368.8291015625,27,67
624,6506.2060546875,-2641.2678222656,28,67
625,6635.4985351562,-2673.5910644531,29,67
626,6635.4985351562,-4026.5493164062,30,67
627,7129.5825195312,-4038.0932617188,31,67
628,7136.5087890625,-4264.3559570312,32,67
629,9055.123046875,-4278.2084960938,33,67
630,10117.963867188,-2667.0607910156,34,67
631,10132.938476562,541.22259521484,35,67
632,5477.2045898438,2632.6359863281,1,68
633,5605.5009765625,2736.7758789062,2,68
634,5603.4643554688,3063.7819824219,3,68
635,5538.8178710938,3068.3996582031,4,68
636,5543.435546875,3361.6176757812,5,68
637,5349.49609375,3486.2924804688,6,68
638,5178.6450195312,3691.7763671875,7,68
639,4947.7646484375,3888.0246582031,8,68
640,4818.4716796875,3984.994140625,9,68
641,4677.634765625,4130.4487304688,10,68
642,4586.1401367188,4263.3994140625,11,68
643,4361.5698242188,4260.5703125,12,68
644,4270.8701171875,4195.1713867188,13,68
645,4240.85546875,3734.9392089844,14,68
646,4215.7587890625,3267.0395507812,15,68
647,4092.2639160156,3188.9123535156,16,68
648,4071.0402832031,3098.3049316406,17,68
649,4050.9855957031,2898.9392089844,18,68
650,4038.62109375,2606.0893554688,19,68
651,4103.6918945312,2588.943359375,20,68
652,4110.2221679688,2451.8073730469,21,68
653,4263.68359375,2298.345703125,22,68
654,4263.68359375,2157.9445800781,23,68
655,4227.7670898438,2046.9300537109,24,68
656,4182.0551757812,2033.8693847656,25,68
657,4208.1762695312,1798.7794189453,26,68
658,4276.744140625,1730.2117919922,27,68
659,4544.4858398438,1733.4768066406,28,68
660,4613.0537109375,1798.7794189453,29,68
661,4833.7983398438,1789.5440673828,30,68
662,4903.6225585938,1787.9030761719,31,68
663,4904.1430664062,1899.4504394531,32,68
664,5032.5078125,2002.8537597656,33,68
665,5057.9609375,2086.2429199219,34,68
666,5218.7846679688,2133.6875,35,68
667,5374.2270507812,2229.7004394531,36,68
668,5454.8413085938,2435.3239746094,37,68
669,9052.6865234375,-4283.1411132812,1,69
670,7133.6049804688,-4262.1977539062,2,69
671,7133.5205078125,-4035.5554199219,3,69
672,6634.1748046875,-4028.62890625,4,69
673,6634.1748046875,-2667.9309082031,5,69
674,6500.3041992188,-2645.0747070312,6,69
675,6500.3041992188,-2364.2727050781,7,69
676,6560.9892578125,-2279.939453125,8,69
677,6467.6528320312,-2103.0617675781,9,69
678,6299.8061523438,-2125.1936035156,10,69
679,6300.7622070312,-1906.5255126953,11,69
680,6102.9135742188,-1889.3228759766,12,69
681,6085.7954101562,-1640.5041503906,13,69
682,6062.775390625,-1534.9276123047,14,69
683,5938.7001953125,-1531.6625976562,15,69
684,5928.9047851562,-1201.8833007812,16,69
685,5760.3056640625,-1199.5745849609,17,69
686,5710.1401367188,-1231.2696533203,18,69
687,5524.02734375,-1231.2696533203,19,69
688,5497.90625,-1201.8833007812,20,69
689,5396.6870117188,-1201.8833007812,21,69
690,5285.6723632812,-1100.6639404297,22,69
691,5034.2563476562,-1097.3989257812,23,69
692,5034.2563476562,-1394.5266113281,24,69
693,4861.2041015625,-1440.2386474609,25,69
694,4734.8198242188,-1338.6231689453,26,69
695,4660.345703125,-1369.8461914062,27,69
696,4689.4877929688,-1472.0876464844,28,69
697,4773.9677734375,-1614.4205322266,29,69
698,4707.7426757812,-1645.9422607422,30,69
699,4679.9067382812,-1845.1158447266,31,69
700,4662.9770507812,-2375.025390625,32,69
701,4574.9541015625,-2378.3200683594,33,69
702,4541.2202148438,-2481.8181152344,34,69
703,4459.591796875,-2514.4694824219,35,69
704,4440.0009765625,-2716.908203125,36,69
705,4443.2666015625,-2906.2863769531,37,69
706,4459.591796875,-3190.353515625,38,69
707,4524.89453125,-3213.208984375,39,69
708,4694.6821289062,-3484.2158203125,40,69
709,4844.8784179688,-3732.3659667969,41,69
710,4939.5673828125,-3751.9572753906,42,69
711,4988.5444335938,-3833.5852050781,43,69
712,5017.9306640625,-4163.3647460938,44,69
713,5138.7407226562,-4277.64453125,45,69
714,5142.0063476562,-4431.1059570312,46,69
715,5239.9599609375,-4571.5068359375,47,69
716,5461.9897460938,-4581.302734375,48,69
717,5530.5576171875,-4633.5444335938,49,69
718,5528.2490234375,-4828.9267578125,50,69
719,5914.02734375,-6072.0971679688,51,69
720,7772.0771484375,-5445.6694335938,52,69
721,5738.2172851562,-187.75869750977,1,70
722,5939.4541015625,-195.45935058594,2,70
723,5951.5024414062,132.37495422363,3,70
724,5965.064453125,269.68426513672,4,70
725,6105.6103515625,341.19360351563,5,70
726,6105.6015625,466.76824951172,6,70
727,6236.0400390625,576.18090820313,7,70
728,6234.76953125,795.88018798828,8,70
729,6330.3764648438,798.42456054688,9,70
730,6321.1967773438,901.42718505859,10,70
731,6161.8803710938,1132.6672363281,11,70
732,6131.0258789062,1289.4675292969,12,70
733,5998.26953125,1352.9598388672,13,70
734,5902.4541015625,1424.5324707031,14,70
735,5702.7426757812,1417.6062011719,15,70
736,5583.8056640625,1342.7485351562,16,70
737,5580.4497070312,1339.6927490234,17,70
738,5508.8037109375,1274.4604492188,18,70
739,5477.6342773438,1199.4241943359,19,70
740,5425.6865234375,1074.7489013672,20,70
741,5363.3491210938,1071.2858886719,21,70
742,5139.3950195312,928.14019775391,22,70
743,5079.3662109375,761.90625,23,70
744,5079.3662109375,544.87890625,24,70
745,5208.6591796875,461.76190185547,25,70
746,5190.1889648438,78.50095367432,26,70
747,5023.955078125,-217.02568054199,27,70
748,5023.955078125,-217.02568054199,28,70
749,4853.103515625,-434.0530090332,29,70
750,4839.2509765625,-951.22491455078,30,70
751,5037.8081054688,-1098.98828125,31,70
752,5282.541015625,-1103.6055908203,32,70
753,5402.5986328125,-1200.5753173828,33,70
754,5494.9506835938,-1200.5753173828,34,70
755,5536.5092773438,-1232.8985595703,35,70
756,5711.9780273438,-1228.2808837891,36,70
757,5760.3466796875,-1197.5905761719,37,70
758,5762.4833984375,-1071.322265625,38,70
759,5715.9306640625,-999.19262695313,39,70
760,5674.64453125,-899.60595703125,40,70
761,5677.3139648438,-301.01266479492,41,70
